Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
17430927698,Charters Towers Neighbourhood Centre Inc.,,,Charters Towers Neighbourhood Centre Inc.,QH,State,Preventive Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Preventive Health,Health Promotion,,"The Chronic Disease Healthworker Positions funding is allocated to Non-government Organisations to employ positions involved in a variety of screening services throughout Queensland in the areas of nutrition, physical activity, alcohol, child health and sexual and reproductive health to support the implementation of the Queensland Strategy for Chronic Disease.",No,Charters Towers Regional,,,,33166,33166,,
68486254659,Barambah Regional Medical Service,,,Barambah Regional Medical Service,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,"The Chronic Disease Indigenous Health funding is allocated to support the implementation of the 'National Strategic Framework for Aboriginal and Torres Strait Islander Health' in Queensland. The five priorities are: strengthening responses for prevention and early intervention in chronic disease; supporting healthy and safe children, young people and families; strengthening responses to alcohol and substance misuse; improving environmental health; and improving data, research and evidence.",No,Cherbourg Aboriginal Shire,,,,32732,32732,,
17862722505,Cherbourg Aboriginal Shire Council,,,Cherbourg Aboriginal Shire Council,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Public health,,Funding for managing Environmental issues that impact on health in Aboriginal and Torres Strait Islander Communities,No,Cherbourg Aboriginal Shire,,,,277406,141256,,
87774161836,Diamantina Shire Council,,,Diamantina Shire Council,QH,State,Public Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Rural health,,,The Primary Health Care Clinics budget funds the delivery of primary and secondary health care to people living in rural and remote locations.,No,Diamantina Shire,,,,184747,184747,,
64535061721,Doomadgee Aboriginal Shire Council,,,Doomadgee Aboriginal Shire Council,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Public health,,Funding for managing Environmental issues that impact on health in Aboriginal and Torres Strait Islander Communities,No,Doomadgee Aboriginal Shire,,,,277406,141256,,
19277850689,Fraser Coast Regional Council,,,Fraser Coast Regional Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Fraser Coast Regional,,,,49921,49921,,
19277850689,Fraser Coast Regional Council,,,Fraser Coast Regional Council,QH,State,Children's Health,,Service procurement,Operational,17/11/2011,31/03/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Fraser Coast Regional,,,,70052,35026,,
63781861966,Bay Support Services Group Inc,,,Bay Support Services Group Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Fraser Coast Regional,,,,122386,122386,,
80580795159,Community Lifestyles Agency Inc,,,Community Lifestyles Agency Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Fraser Coast Regional,,,,78363,78363,,
80116320321,Hervey Bay Community Access Assn Inc,,,Hervey Bay Community Access Assn Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Fraser Coast Regional,,,,135999,135999,,
34683873965,Hervey Bay Neighbourhood Centre Incorporated,,,Hervey Bay Neighbourhood Centre,QH,State,Preventive Health,,Grant,Operational,01/05/2011,30/06/2013,fixed term,Health and wellbeing,Preventive Health,Health Promotion,,Funding is provided to Gov't and NGO organisations to address selected state and national public health initiatives with a health promotion focus.,No,Fraser Coast Regional,,,,475000,200000,,
27330979106,Gladstone Regional Council,,,Gladstone Regional Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gladstone Regional,,,,33552,33552,,
34096724033,Mercy Health and Aged Care Central Queensland Limited,,,Mater Hospital Gladstone,QH,State,Children's Health,,Service procurement,Operational,01/07/2012,30/06/2015,ongoing,Health and wellbeing,Children's Health,Healthy Hearing,,"The Child Health Funding program provides funding for a statewide hearing screening program for babies born in private hospitals, paediatric audiology diagnostic and treatment services, the Hearing Health program in North Qld and the cochlear implant program.",No,Gladstone Regional,,,,69859,17270,,
27330979106,Gladstone Regional Council,,,Gladstone Regional Council,QH,State,Indigenous Health,,Service procurement,Operational,17/11/2011,28/02/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gladstone Regional,,,,46126,23063,,
69912120016,Nhulundu Wooribah Indigenous Health Organisation Inc.,,,Nhulundu Wooribah Indigenous Health Organisation Inc.,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Gladstone Regional,,,,348000,348000,,
69912120016,Nhulundu Wooribah Indigenous Health Organisation Inc.,,,Nhulundu Wooribah Indigenous Health Organisation Inc.,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,"The Chronic Disease Indigenous Health funding is allocated to support the implementation of the 'National Strategic Framework for Aboriginal and Torres Strait Islander Health' in Queensland. The five priorities are: strengthening responses for prevention and early intervention in chronic disease; supporting healthy and safe children, young people and families; strengthening responses to alcohol and substance misuse; improving environmental health; and improving data, research and evidence.",No,Gladstone Regional,,,,27635,27635,,
49376131348,Gladstone Community Linking Agency Inc,,,Gladstone Community Linking Agency Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gladstone Regional,,,,70638,70638,,
49376131348,Gladstone Community Linking Agency Inc,,,Gladstone Community Linking Agency Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gladstone Regional,,,,43641,43641,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Non-residential treatment services,,"Illicit Drug Diversion Initiative funding is for the provision of appropriate assessment, education and treatment programs for cannabis offenders who meet the strict eligibility criteria, to be diverted from the criminal justice system through attendance at a Drug Diversion Assessment Program.",No,Gold Coast City,,,,253066,253066,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Residential treatment services,,"The Alcohol, Tobacco and Other Drugs State Funding Program aims to minimise the harm associated with alcohol, tobacco and other drug use in Queensland. ",No,Gold Coast City,,,,333047,333047,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Non-residential treatment services,,"The Drug Court Trial involves the diversion of drug dependent offenders to treatment and rehabilitation programs. Funding is provided to the non-government sector to provide alcohol and drug rehabilitation services and to the government sector to provide assessment, coordination, referral and detoxification services.",No,Gold Coast City,,,,488445,488445,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Non-residential treatment services,,The Ice Breaker Initiative funding is to enhance alcohol and other drug treatment services for young people throughout Queensland aged between 12 and 24 years.,No,Gold Coast City,,,,326659,326659,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Residential treatment services,,"The National Drug Strategy funding program is a joint funding program between Commonwealth Department of Health and Ageing and Queensland Health to minimise the harm associated with alcohol, tobacco and other drug use in Queensland. ",No,Gold Coast City,,,,321357,321357,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Non-residential treatment services,,The Alcohol and Drug Treatment Program aims to minimise the harm associated with alcohol other drug use in Queensland. ,No,Gold Coast City,,,,138708,138708,,
80153566793,Goldbridge Rehabilitation Services Inc,,,Goldbridge Rehabilitation Services Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Residential treatment services,,"The Alcohol, Tobacco and Other Drugs State Funding Program aims to minimise the harm associated with alcohol, tobacco and other drug use in Queensland. ",No,Gold Coast City,,,,138690,138690,,
80153566793,Goldbridge Rehabilitation Services Inc,,,Goldbridge Rehabilitation Services Inc,QH,State,Alcohol and Other Drugs,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Alcohol and Other Drugs,Non-residential treatment services,,"The Drug Court Trial involves the diversion of drug dependent offenders to treatment and rehabilitation programs. Funding is provided to the non-government sector to provide alcohol and drug rehabilitation services and to the government sector to provide assessment, coordination, referral and detoxification services.",No,Gold Coast City,,,,233412,233412,,
84858548460,Gold Coast City Council,,,Gold Coast City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gold Coast City,,,,244708,244708,,
84858548460,Gold Coast City Council,,,Gold Coast City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2012,30/04/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gold Coast City,,,,342552,171276,,
57001288768,Ramsay Health Care Ltd,,,John Flynn Gold Coast Private Hospital,QH,State,Children's Health,,Service procurement,Operational,01/07/2012,30/06/2015,ongoing,Health and wellbeing,Children's Health,Healthy Hearing,,"The Child Health Funding program provides funding for a statewide hearing screening program for babies born in private hospitals, paediatric audiology diagnostic and treatment services, the Hearing Health program in North Qld and the cochlear implant program.",No,Gold Coast City,,,,169397,42154,,
57001288768,Ramsay Health Care Ltd,,,Pindara Private Hospital,QH,State,Children's Health,,Service procurement,Operational,01/07/2012,30/06/2015,ongoing,Health and wellbeing,Children's Health,Healthy Hearing,,"The Child Health Funding program provides funding for a statewide hearing screening program for babies born in private hospitals, paediatric audiology diagnostic and treatment services, the Hearing Health program in North Qld and the cochlear implant program.",No,Gold Coast City,,,,301404,75156,,
37930290569,Gold Coast Drug Council Inc,,,Gold Coast Drug Council Inc,QH,State,Indigenous Health,,Service procurement,Operational,01/01/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,Indigenous Health Outcomes National Partnership Agreement,No,Gold Coast City,,,,304500,124500,,
15065676717,Kalwun Development Corporation Limited,,,Kalwun Development Corporation Limited,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,Indigenous Health Outcomes National Partnership Agreement,No,Gold Coast City,,,,404742,404742,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gold Coast City,,,,842531,842531,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gold Coast City,,,,1029879,1029879,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Gold Coast City,,,,135670,135670,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Gold Coast City,,,,328652,328652,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Gold Coast City,,,,616599,616599,,
73112839184,FSG Australia,,,FSG Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Gold Coast City,,,,2330464,2330464,,
84545930515,Gold Coast Advocacy Inc,,,Gold Coast Advocacy Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gold Coast City,,,,11845,11845,,
78106094461,Griffith University,,,School of Dentistry and Oral Health,QH,State,Oral Health,,Grant,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Oral Health,Dental services,,"The Dental School Grant supplements the University of Queensland, School of Dentistry's oral health teaching program to promote the advancement of knowledge and the provision of high quality public oral health services in Queensland.",No,Gold Coast City,,,,8850000,2950000,,
38890040788,Hopewell Hospice Services Inc,,,Hopewell Hospice Services Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2012,30/06/2014,fixed term,Health and wellbeing,Palliative Care,End of life services,,Subacute Care services including Palliative Care,No,Gold Coast City,,,,289874,144937,,
38890040788,Hopewell Hospice Services Inc,,,Hopewell Hospice Services Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Palliative Care,End of life services,,"The Palliative Care Program State budget provides funding to Non-government Organisations to provide a range of palliative care services such as symptom relief, grief and bereavement support for the family and carers of the terminally ill clients in the community.",No,Gold Coast City,,,,1024449,345698,,
28936784369,"Owen, Colin Edward",,,Inglewood Medical Centre,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Goondiwindi Regional,,,,679,679,,
28936784369,"Owen, Colin Edward",,,Inglewood Medical Centre,QH,State,Children's Health,,Service procurement,Operational,01/01/2012,30/04/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Goondiwindi Regional,,,,1718,859,,
51010825617,George Springhall (Medical) Pty Ltd,,,The Medical Centre,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gympie Regional,,,,583,583,,
51010825617,George Springhall (Medical) Pty Ltd,,,The Medical Centre,QH,State,Children's Health,,Service procurement,Operational,28/12/2011,30/04/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gympie Regional,,,,656,328,,
40394218737,The trustee for Channon Street Medical Centre Trust,,,The trustee for Channon Street Medical Centre Trust,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gympie Regional,,,,24622,24622,,
40394218737,The trustee for Channon Street Medical Centre Trust,,,The trustee for Channon Street Medical Centre Trust,QH,State,Indigenous Health,,Service procurement,Operational,17/11/2011,28/02/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Gympie Regional,,,,35586,17793,,
21538186998,Choice Support Service Inc,,,Choice Support Service Inc.,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gympie Regional,,,,62284,62284,,
21538186998,Choice Support Service Inc,,,Choice Support Service Inc.,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Gympie Regional,,,,60458,60458,,
21538186998,Choice Support Service Inc,,,Choice Support Service Inc.,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Gympie Regional,,,,579196,579196,,
14426765614,Little Haven Cooloola/Sunshine Coast Palliative Care Inc,,,Little Haven Cooloola/Sunshine Coast Palliative Care Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2012,30/06/2014,fixed term,Health and wellbeing,Palliative Care,End of life services,,Subacute Care services including Palliative Care,No,Gympie Regional,,,,238732,119366,,
14426765614,Little Haven Cooloola/Sunshine Coast Palliative Care Inc,,,Little Haven Cooloola/Sunshine Coast Palliative Care Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Palliative Care,End of life services,,"The Palliative Care Program State budget provides funding to Non-government Organisations to provide a range of palliative care services such as symptom relief, grief and bereavement support for the family and carers of the terminally ill clients in the community.",No,Gympie Regional,,,,358642,121023,,
53170174680,Ingham Parents Support Group Inc,,,Ingham Disability Support Services,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Hinchinbrook Shire,,,,93115,93115,,
46485582013,Hope Vale Aboriginal Shire Council,,,Hope Vale Aboriginal Shire Council,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Public health,,Funding for managing Environmental issues that impact on health in Aboriginal and Torres Strait Islander Communities,No,Hope Vale Aboriginal Shire,,,,277406,141256,,
61461981077,Ipswich City Council,,,Ipswich City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Ipswich City,,,,104163,104163,,
61461981077,Ipswich City Council,,,Ipswich City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2012,30/04/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Ipswich City,,,,142212,71106,,
57001288768,Ramsay Health Care Ltd,,,St Andrews Ipswich Private Hospital,QH,State,Children's Health,,Service procurement,Operational,01/07/2012,30/06/2015,ongoing,Health and wellbeing,Children's Health,Healthy Hearing,,"The Child Health Funding program provides funding for a statewide hearing screening program for babies born in private hospitals, paediatric audiology diagnostic and treatment services, the Hearing Health program in North Qld and the cochlear implant program.",No,Ipswich City,,,,104596,25954,,
92055613137,Myasthenia Gravis Association of Queensland Inc,,,Myasthenia Gravis Association of Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Ipswich City,,,,74436,25687,,
83155632836,Kambu Medical Centre Ipswich Inc,,,Kambu Medical Centre Ipswich Incorporated,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,Indigenous Health Outcomes National Partnership Agreement,No,Ipswich City,,,,358968,358968,,
26376231863,Ipswich and West Moreton Clubhouse Association Incorporated,,,Jacaranda Clubhouse,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Ipswich City,,,,242740,242740,,
53894935643,Ipswich Regional Advocacy Services Inc,,,Ipswich Regional Advocacy Services Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Ipswich City,,,,9726,9726,,
83155632836,Kambu Medical Centre Ipswich Inc,,,Kambu Medical Centre Ipswich Incorporated,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Ipswich City,,,,62284,62284,,
83155632836,Kambu Medical Centre Ipswich Inc,,,Kambu Medical Centre Ipswich Incorporated,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Ipswich City,,,,397173,397173,,
82064985618,Quest Care Inc.,,,Quest Care Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Ipswich City,,,,168048,168048,,
63563946327,Ipswich Hospice Care Inc,,,Ipswich Hospice Care Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2012,30/06/2014,fixed term,Health and wellbeing,Palliative Care,End of life services,,Subacute Care services including Palliative Care,No,Ipswich City,,,,418750,209375,,
63563946327,Ipswich Hospice Care Inc,,,Ipswich Hospice Care Inc,QH,State,Palliative Care,,Service procurement,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Palliative Care,End of life services,,"The Palliative Care Program State budget provides funding to Non-government Organisations to provide a range of palliative care services such as symptom relief, grief and bereavement support for the family and carers of the terminally ill clients in the community.",No,Ipswich City,,,,2049246,691514,,
86255216480,Kowanyama Aboriginal Shire Council,,,Kowanyama Aboriginal Shire Council,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Public health,,Funding for managing Environmental issues that impact on health in Aboriginal and Torres Strait Islander Communities,No,Kowanyama Aboriginal Shire,,,,277406,141256,,
55631460952,Lockhart River Aboriginal Shire Council,,,Lockhart River Aboriginal Shire Council,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,ongoing,Health and wellbeing,Indigenous Health,Public health,,Funding for managing Environmental issues that impact on health in Aboriginal and Torres Strait Islander Communities,No,Lockhart River Aboriginal Shire,,,,277406,141256,,
52673165312,Lockyer Valley Regional Council,,,Lockyer Valley Regional Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Lockyer Valley Regional,,,,18592,18592,,
52673165312,Lockyer Valley Regional Council,,,Lockyer Valley Regional Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2012,30/06/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Lockyer Valley Regional,,,,32584,16292,,
21627796435,Logan City Council,,,Logan City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2013,31/12/2015,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Logan City,,,,211575,211575,,
21627796435,Logan City Council,,,Logan City Council,QH,State,Children's Health,,Service procurement,Operational,01/01/2012,30/04/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Logan City,,,,189862,94931,,
93767990911,Amputees & Families Support Group Qld Inc,,,Amputees & Families Support Group Qld Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Logan City,,,,127213,43902,,
